#Parameters = {s=10000; gmesh=10; pathy=-1; pathx=0; bmesh=10; beamy=1; beamx=0; sigma=3; flangez2=45.2; flangez1=42.8; endz=10; sloty=3; Slotx=23; tapz1=147.1; tapz2=171.1}
#"Frequency / GHz"	"Y (3) [Real/Imaginary Part] - Z [Re]"	"Y (3) [Real/Imaginary Part] - Z [Im]"
#-----------------------------------------------------------------------------------------------
0.0000000000000	9.2815566509169e-12	48.252053707541
0.034130480899649	-7.6449602010577	9.4217306076183
0.068260961799298	1.4821128364094	5.9737709904823
0.10239144269895	3.9468551818852	1.7064782236625
0.13652192359860	3.1207199647205	-1.5666624490832
0.17065240449825	0.84636841302772	-2.8615905328834
0.20478288539790	-1.2004070295174	-2.2179672705162
0.23891336629754	-1.9655223800179	-0.57328150037272
0.27304384719719	-1.3513837106884	0.86778069819172
0.30717432809684	-0.045808565936638	1.3026008639510
0.34130480899649	1.0091946676809	0.68239549327623
0.37543528989614	1.2048770710282	-0.40446606255265
0.40956577079579	0.57083190062331	-1.1830038419143
0.44369625169544	-0.35456444306822	-1.2054541173523
0.47782673259509	-0.92877816430131	-0.56624536796190
0.51195721349474	-0.82376125596445	0.22715820250976
0.54608769439439	-0.19651847941382	0.63582481535973
0.58021817529404	0.47692524262989	0.43645921869744
0.61434865619369	0.74512257845986	-0.16710339843937
0.64847913709333	0.47466189515407	-0.72996057209342
0.68260961799298	-0.098770890078442	-0.87939535593236
0.71674009889263	-0.56032992099543	-0.55504443209159
0.75087057979228	-0.60929901440327	-0.018593264646520
0.78500106069193	-0.24877389266546	0.34914769434709
0.81913154159158	0.24293888092842	0.31390479218564
0.85326202249123	0.52248368466313	-0.067261370500000
0.88739250339088	0.41637894795932	-0.50842669537827
0.92152298429053	0.026397562987915	-0.70489352645958
0.95565346519018	-0.36099462236529	-0.54012874974046
0.98978394608983	-0.48129608247373	-0.15159205333292
1.0239144269895	-0.26977895782676	0.17986898494541
1.0580449078891	0.10714842204941	0.23093554615476
1.0921753887888	0.38091955557739	-0.015263437425810
1.1263058696884	0.37011156321574	-0.37184084554344
1.1604363505881	0.099286472464338	-0.58729366245762
1.1945668314877	-0.23010981220045	-0.52150398537497
1.2286973123874	-0.38800269968899	-0.23543311501482
1.2628277932870	-0.27456370025088	0.061608647425646
1.2969582741867	0.017533478439155	0.16418795818395
1.3310887550863	0.27770117774323	0.011435522159499
1.3652192359860	0.32780248181246	-0.27823785508677
1.3993497168856	0.14369857515290	-0.49801105775728
1.4334801977853	-0.13616887618850	-0.49894322602310
1.4676106786849	-0.31320285890697	-0.29072313518564
1.5017411595846	-0.26924713919258	-0.027124022750858
1.5358716404842	-0.044524347416529	0.10650100345770
1.5700021213839	0.19741716705039	0.023010173459891
